year,ETH_12,SOM_12,BRA_12,ETH_03,SOM_03,BRA_03
2012,-0.09644720401879432,-0.22857830058639989,-0.5991129039237754,-0.17100595180904068,-0.4693681206606968,-0.9298826682837854
2013,0.06355154316555801,0.14187575460538726,0.11234632997427937,0.493839486389255,0.5523238995871548,-0.10289924876805281
2014,0.04322848457521989,-0.43965380508209895,-0.43346571324868405,0.374444909282531,0.04430686260710966,-0.371902146011996
2015,-0.5962444949184628,-0.6533530522990052,-1.431467321360642,0.019771045641548437,-0.44001042826502346,-1.9681652304866235
2016,-0.1493152425168687,-0.43146458578688757,-1.077336504876085,-0.3916563506985497,-0.2682495790274135,-0.4332902480879148
2017,0.25813322441841663,0.332021272154621,-0.8377035962245571,-0.05676872131270799,0.13426959366700505,-0.6586166440009663
2018,0.46002298798774,0.4637966525262791,0.14260964798395692,0.0521427103210558,0.13223576019497477,0.313793371179596
2019,0.6819873631223958,0.17060109004265628,-0.3589131706266341,1.1485615822680066,0.5825465112808862,0.18725837244970275
2020,0.44408267508273613,-0.1857225933000109,-0.5505420255511904,-0.19403599673306085,-0.3728388496981124,0.05232999744015102
2021,0.05906323109411967,-0.1607235308876612,0.45953235165527667,-0.1604398926422416,0.30526994580894784,0.5540850379834931
2022,0.047355914219701055,-0.2960908866430312,-0.10737613202153587,-0.026280475526691504,-0.4942787771791627,0.1701105751060195
2023,-0.4907045577317405,-0.7452906399983087,-0.9886842622868015,-0.45019772910542116,-0.4612106200796658,-0.8721429602147922
